ID,GM12878_1,GM12878_2,HeLa_1,HeLa_2
1,21.76767342339,30.8765239582921,8.11152937230428,1.14456755101405
2,0,0.221067386967059,26.2751182952175,8.613668574705
3,0,0,0,0
9,18.6547740543648,26.7956033280927,2.02493832956937,9.06344703976153
10,0,0,0,0
12,0,0,1.94790953310049,0.427359787900536
13,0,0,0.60457378977016,0
14,367.496150442711,386.543761575536,227.358050285612,235.452928870229
15,0,0.631621152263603,2.65574997056371,0.856285576538933
16,1768.23359406553,1527.49153545301,826.15294532834,1534.48713701866
18,66.882913218509,60.6931780306331,15.7300133491433,6.43022740456809
19,0,2.29601902392443,44.1222987419696,34.9853342941928
20,10.7172923303785,44.6556512355296,2613.02082093785,1005.47918059644
21,137.393732597178,78.7360839817302,130.447730344847,106.106695407951
22,250.119423085671,281.879949045694,708.915585827582,462.121491690743
23,892.83697108153,905.881808755119,632.865839921618,1013.06474961956
24,0,0.257062351772445,20.4222962705182,15.5041191606762
25,237.982340873845,230.939275171837,988.262806138248,596.446732986569
26,16.7089347107453,8.62720356860888,6.65031168747176,4.5897799904719
27,27.5874918275842,73.1392315511955,301.830835969538,332.840766158823
28,0,0.431360178430444,0,0
29,744.95962497342,1017.94796844641,719.964926232214,554.450980900928
30,230.687587227462,345.569730366061,67.9675468998462,132.04227044764
31,423.605481846353,313.399700145821,550.96499240997,727.985754053568
32,51.2035341463196,16.5706510179502,68.9469782229049,34.0308570299769
33,0,0,0,0
34,823.596462597866,694.838658230105,156.260613133737,199.927622273146
35,76.8890584488965,104.299229629786,22.2564120788956,22.6869968794143
36,198.236437608292,182.480070481996,97.9837097006344,85.1459268046657
37,1000.00898934105,1390.52050703486,1809.4996665384,1433.21308013186
38,431.997058504051,375.112379679283,410.726911100917,426.928837226635
39,618.965009352085,575.559242977644,172.279003861068,145.125638050029
40,0,0,0,0
41,0,4.45418360631705,80.1651463263195,122.189530898475
43,0,26.504285322069,1.87442577352489,0
47,1386.51391155931,1240.75893615007,681.630356252197,986.794747103854
48,100.253608264472,110.428205678194,133.610807539205,162.019233663658
49,0,0,0,0
50,1336.71477685962,1398.68537856071,312.564649311173,346.069411281581
51,150.531818437201,136.327326278087,111.133851099881,147.307498238676
52,628.3124351577,943.887682638984,2214.14691948049,2046.42709995876
53,47.0798984574448,79.553829700412,55.0890573147554,66.0688385283533
54,318.591868253375,497.037606554139,0.861571021684192,0.412206511668167
55,0,1.12776244448831,24.3882427460734,21.1504380093719
56,0,0.545087219832042,0.658691364696019,0.500062770952701
58,0,7.54880312253277,3.0228689488508,3.67182399237752
59,162.437490396054,198.186119645644,32.3578772863646,36.8262233841129
60,40608.7155111376,50195.6861710437,8273.82057714794,10717.9949284424
70,0,1.941120802937,4.83659031816128,3.67182399237752
71,45982.5919474624,58157.9564330804,27416.6931984913,22461.6064174783
72,0,0.99088628825637,1.89212005945195,4.30935723747367
81,2559.03664128521,2839.3196591902,2430.71003001565,2616.39640263635
86,145.852734459548,245.20820389079,365.8892060439,557.541839297116
87,159.995011136908,31.7106274229899,1630.16933915323,1503.10011547104
88,0,0.431360178430444,0,0
89,0,5.39200223038055,2.41829515908064,0.917955998094381
90,0,2.17080648394129,20.6889899106586,23.5598814451265
91,0,6.79571078188273,50.5960090505076,76.7174891460754
92,16.8443634923065,10.0554695272726,21.9410627211755,24.585525794027
93,50.1266983904559,28.2540780172576,143.284173965519,82.1571683588644
94,16.7089347107453,1.29408053529133,3.62744273862096,0.45897799904719
95,52.7869698023596,69.29766945293,34.6761674613111,53.6994865738282
97,16.9938749798955,11.8035661167449,46.7311602970125,41.7712264025673
98,16.7089347107453,12.7251252636981,71.9442809826491,51.8645138923325
100,568.10378016534,565.297513833097,100.359249101847,91.795599809438
101,639.823223288804,527.970230018637,13.022166514532,15.3784041496722
102,284.609939058877,267.749933264722,530.212648633542,699.063291157327
103,3448.55363231748,2682.85780286137,889.125301870694,944.073472976612
